"Timestamp","Your name as it appears in Canvas  (Will be anonymized before incidents are shared with the class)","Did you have any interactions today that you suspect might involve a UX Dark Pattern ?","If you reported ""yes"" or ""unsure"" please answer the following questions.

Name and link to the system or service","What were you trying to do?","What was suss?","Did encountering this pattern impact you in any way?  Please explain. 

(Examples of possible impacts include but are not limited to:  
-not achieving what you want to accomplish; 
-hindering what you wanted to accomplish; 
-costing you more time, money, or effort than anticipated/desired; 
-less confidence or less certainty that you have achieved your aim 
-less confidence or less certainty that you have mitigated undesirable consequences; 
-undue emotional labor; 
-possible consequences for others; 
and so on.)","Based on your personal feelings at this time, please mark the degree of concern you have about this incident. 

No concern (1) 
Mild concern (2) 
Moderate concern (3) 
High concern (4) 
Extreme concern(5)","Images or video of a problematic interaction are very helpful for analysis. Did you capture any images or video of the interaction you are reporting on?  (We will reach out when the collection period is concluded to collect.)","Which UX Dark Patterns do you think might be involved (if any)? (Check all that apply)   

Patterns are from Appendix A of  2022 US FTC Staff Report ""Bringing Dark Patterns to Light""","Anything else?","If you have screenshots or other documentation, you can upload  to 10 files of 100 MB in size via one submission."
"10/13/2025 13:45:06","86cbaf4d9ca6e971623605fb12fe12e7","Yes","https://www.pdffiller.com/jsfiller-desk17/?acc-share-button-in-editor=true&e-sign-assign-fields-experiment=false&flat_pdf_quality=high&isSkipEditorLoadFrequency=true&jsf-all-tools-tab=false&jsf-all-tools-tab-branch-b=false&jsf-disable-autosave=true&jsf-disable-browser-translation=false&jsf-editor-pdfjs-five=true&jsf-fake-edit-embedded=true&jsf-fake-edit-stream-editing=true&jsf-offline-mode=false&jsf-page-rearrange-v2=true&jsf-probability-70=true&jsf-redesign-full=true&jsf-simplified-modes-iteration-1=true&jsf-socket-io=true&jsf-web-mobile-new-filling-experience=false&projectId=1969171191&requestHash=3480d6adb8c7265465159eaea9b32d78ed7ed8098fd30c00d96adf6cf2c61ec5&richTextFormatting=true&routeId=4e4a91cb3b92ed409aceb56e1b973795&traceparent=00-68aaad69d67b6f3aa3307ebe3ad9f7cf-242bd3cc313dbcd1-00#94f3110a19424bd1a8c4e11f77a5073e","I was trying to turn a pdf into a word document as I needed to edit it and I thought that turning into a word document would be easier for me.","It claimed that it was completely free, and then it asked for my email and I logged in. After that it told me that if I wanted to download it, I would have to either pay or give me card details for a free trial. This is suspicious because it said that it would give it to me for free so I assumed that I would be able to just download the document without any extra steps.","It costed me more time and effort and I had to go back to find another website that would allow me to change my pdf document into a word document for free.",2,"No","Sneaking or Information Hiding (Sneak-into-Basket, Hidden Information, Hidden Costs, Drip Pricing, Hiddent Subscription or Forced Continuity, Intermediate Currency)",NA,NA
"10/13/2025 14:25:32","df2b62dc9e09186bc62be51f0236457c","No",NA,NA,NA,NA,NA,NA,NA,"I’m not near the computer today, didn’t see any dark patterns",NA
"10/13/2025 16:50:04","38d0ca46963e1407f692c82ff68a9324","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/13/2025 16:57:21","e6ed7a83336b2025ab74d4031c3015d4","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/13/2025 17:00:39","467ae9fe05d0e559dd0aff100fd72d6a","Yes","Marvel Rivals","Play a game","There a message sent by the game launcher in Chinese and I had no idea what the message meant and would be able to play the game if I did not answer that question. It's a trusted app but this event, slightly concerned me","hindering what you wanted to accomplish, no idea what the message was about",3,"No","Asymmetric Choice (Trick questions, Confirm shaming, Preselection, Subverting privacy preferences)",NA,NA
"10/13/2025 19:06:34","683a60cc0165f36fef330b711684c6ea","Yes","YouTube: youtube.com","I was trying to watch a short YouTube video.","Before the video started, two unskippable ads played back to back. There was no option to skip and the total ad time was almost as long as the video itself. It also showed a banner suggesting I subscribe to YouTube Premium to “watch ad free.” It felt like the design was intentionally frustrating to push me toward paying.","Yes, it wasted my time and made me annoyed. I felt like YouTube was trying to pressure me into paying for the Premium subscription instead of just showing normal and skippable ads.",4,"No","Obstruction (Price comparison prevention, Roadblocks to cancellation, Immortal accounts), Coerced Action (Unauthorized transactions, Auto-play, Nagging, Forced registration or enrollment, Pay-to-play or grinding, Friend Spam, Social pyramid schemes, and Address Book Leeching)",NA,NA
"10/13/2025 20:05:12","86cbaf4d9ca6e971623605fb12fe12e7","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/13/2025 20:22:42","b398a589b9bcb79ee166643d2b7f1e81","Yes","Crunchyroll https://www.crunchyroll.com","Watch a new anime, but the tier I paid for didn't include","The wording of the membership I was confused which tier included what I wanted to watch, so i had to upgrade after i purchased the cheapest one",NA,2,"No","Obstruction (Price comparison prevention, Roadblocks to cancellation, Immortal accounts), Sneaking or Information Hiding (Sneak-into-Basket, Hidden Information, Hidden Costs, Drip Pricing, Hiddent Subscription or Forced Continuity, Intermediate Currency)",NA,NA
"10/13/2025 20:34:40","3bed73ad2ab1ea1b286a0ce64635c19a","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/13/2025 20:34:55","3bed73ad2ab1ea1b286a0ce64635c19a","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/13/2025 20:38:59","296a7728df811f93969e18c43fc1f54c","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/13/2025 21:04:54","386231f923e6ceaa1a347b97895b39d2","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/13/2025 21:08:59","6ba5ec7485e6415cf8a4097ada167fb1","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/13/2025 21:21:37","27f4668a0361277d8250029799587f07","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/13/2025 21:47:31","e0f08d408d7d4bb088c980a9e857b3b4","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/13/2025 21:49:28","61e54b2e26b538082a063379d654c7a6","Yes","Depop (https://www.depop.com/)","Browse clothes","On some items, there is a tag that says ""In # people's bags,"" or ""# offers sent.""","It made me feel unsure/anxious, because based on some of the numbers I wasn't sure how the item hadn't sold yet, and it made me anxious because if it is a piece of clothing I want, it makes me feel rushed to buy it so someone else doesn't first",2,"Yes","Scarcity (False low stock message, False high demand,)","N/A",NA
"10/13/2025 22:05:02","d9c244a50799c2ce2bce5a9bfe0c405b","Yes","Name: Amazon
Link: amazon.com","I was browsing through the Amazon app to see if there was anything I was interested in buying.","Right when I opened the app, the home page had a ""Deals to discover"" section in which every item in that section had a ""Limited time deal"" sign with a ""__ % off"" sign. Some of the items in particular, had a countdown timer as well.","To be honest, all of the items shown in the ""Deals to discover"" sections were items that I had no interest in (ex. charging blocks, headphones, a bath mat, etc.) so I didn't feel impacted by it. Seeing the countdown timer for some of the items though did make me feel anxious or rushed in the sense that I felt like I was going to be missing out on a ""good deal"" even though I didn't/wouldn't have bought it either way - it was FOMO.",1,"Yes","Social Proof (False activity messages, Deceptive consumer testimonials, Deceptive celebrity endorsements, Parasocial relationship pressure), Urgency (Baseless countdown timer, False limited time message, False discount claims)",NA,NA
"10/13/2025 23:07:56","6a65a941606174037f462283a6d5c06e","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/13/2025 23:27:39","a0af765a42338ed0a2bddd7fc3cce3b2","Yes","Yehttps://store.supercell.com,","Just Checking it out (playing clash royal and decided to check the extended store).","This is a ""special store"", where you can see more ""deals"" and things you can buy. Every time you check out this bonus extended store, you get rewards (daily?). Basically, incentivizing user to check out store, in hopes that they will eventually buy something.","No, I will probably never buy anything from the store.",2,"Yes","Urgency (Baseless countdown timer, False limited time message, False discount claims), Keeps bringing you back to store, keeps making you look at offers.","No",NA
"10/13/2025 23:34:55","2f4966e037a7cd8ec196cda71108d2ba","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/14/2025 0:11:13","9c1caa92f197937d91525f8622c08781","Yes","Duolingo https://www.duolingo.com/","Open up my phone","I opened my phone, and saw the app icon appeared to be a dead Duolingo bird.","It guilt-tripped me into opening the app and doing a Spanish lesson.",3,"No","Coerced Action (Unauthorized transactions, Auto-play, Nagging, Forced registration or enrollment, Pay-to-play or grinding, Friend Spam, Social pyramid schemes, and Address Book Leeching)",NA,NA
"10/14/2025 4:14:46","f2789b303fa74b5dcc403c792abdaede","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/14/2025 11:40:16","cfb730a80571396d9c6be8bce6693322","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/14/2025 14:58:14","01f9ed93019b8fb938b8575d5a6a6e19","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/14/2025 19:28:52","2f4966e037a7cd8ec196cda71108d2ba","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/15/2025 0:04:41","9c1caa92f197937d91525f8622c08781","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/21/2026 10:21:41","ded98ef2ae3193a58dafaae10e84a4d5","Yes","LinkedIn 
https://www.linkedin.com/feed/","I was trying to look through my messages and feed","I kept getting messaged by LinkedIn themselves and getting adds to try LinkedIn premium even though I already said no multiple time","It got really annoying and i can see how people would get tired of it and just buy the subscription since its pushed on them a lot",3,"Yes","Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich), Coerced Action (Unauthorized transactions, Auto-play, Nagging, Forced registration or enrollment, Pay-to-play or grinding, Friend Spam, Social pyramid schemes, and Address Book Leeching)",NA,NA
"1/21/2026 10:55:45","4bc7f5a22151e3f0617ee30c3595d358","Unsure","Minix https://minix-compostdryer.com/","Buy/Price check the product","There were no prices listed anywhere and they required me to send a message/inquiry in order to be able find the price potentially.","Hinders my purchase. Costing me time by needing to send an inquiry before even seeing the price.",2,"Yes","Obstruction (Price comparison prevention, Roadblocks to cancellation, Immortal accounts), Sneaking or Information Hiding (Sneak-into-Basket, Hidden Information, Hidden Costs, Drip Pricing, Hiddent Subscription or Forced Continuity, Intermediate Currency)","nothing",NA
"1/21/2026 11:09:24","3ab9930600663c445d69ce90a7896ef2","Yes","https://ropac.net/exhibitions/79-yan-peiming-dating/","I was researching an artist for my figure drawing class.","At the bottom, there was a popup asking to allow cookies. There was an option to click accept but there was no option to click reject. The only option was to ""manage cookies"" and it had to take you to a whole separate page.","I don't like sharing my cookies, so I tried to reject them but going to a different page was just wasting my time when I could've spent my time researching for my assignment. Thankfully, the popup didn't take up the entire screen so I could've just ignored it, but if someone didn't, like me, then they would have to click through.",2,"Yes","Asymmetric Choice (Trick questions, Confirm shaming, Preselection, Subverting privacy preferences)","No",NA
"1/21/2026 13:22:34","a515adcad907f25d005c2bc716b146e1","Yes","Amazon Cart - https://www.amazon.com/?tag=hymsabk-20&ref=pd_sl_7j18redljw_e&adgrpid=1338106215055591&hvadid=83631709434484&hvnetw=o&hvqmt=e&hvbmt=be&hvdev=c&hvlocint=&hvlocphy=111479&hvtargid=kwd-83631981824880:loc-190&hydadcr=28883_11845452&mcid=&msclkid=aa155ddef580186d21c634afb69ae2ee","Was trying to add something to my Amazon cart.","When I added the thing to the cart, it then told me what other people were buying with this item and tried to make me add them to the cart before going to check out.","It took me time mostly, to realize what was going on and then trying to figure out how to still get to the checkup point.",3,"No","Sneaking or Information Hiding (Sneak-into-Basket, Hidden Information, Hidden Costs, Drip Pricing, Hiddent Subscription or Forced Continuity, Intermediate Currency), Coerced Action (Unauthorized transactions, Auto-play, Nagging, Forced registration or enrollment, Pay-to-play or grinding, Friend Spam, Social pyramid schemes, and Address Book Leeching)",NA,NA
"1/21/2026 13:30:10","91f4c3e914abd8a08357dd818e47d187","Yes","Apple Customer Service","I was tying to talk to a customer service agent about an issue that the AI bot would not be able to help with.","It kept on repeating the same 5 or 6 options and wouldn't let me work around it. Then when I finally got through to talk to a human I had to get transferred to 3 different departments to my question answered.","It costing me more time and effort than it really should have in the first place.",3,"No","Urgency (Baseless countdown timer, False limited time message, False discount claims)","N/A",NA
"1/21/2026 16:31:48","0b2404b578b77360a47d032dff35d187","No",NA,NA,NA,NA,NA,NA,NA,"I did not encounter any dark patterns during the last 24 hours.",NA
"1/21/2026 16:55:08","af8223a08ac162a1586e95dc1052dd9b","Yes","Emerald city athletics","trying to  cancel there personal trainig program","I had to go in person to cancel  instead of online 

They have bots ask me why I am canceling  and relay that i am canceling the coach and have them message me to try convince me not to by reminding me how much progress was made","yes it was a waste of  time i had to leave home and go there 

I had to talk to many people and sign many papers, and there was a fee 

There was a lot of misdirection, too",4,"No","Obstruction (Price comparison prevention, Roadblocks to cancellation, Immortal accounts), Sneaking or Information Hiding (Sneak-into-Basket, Hidden Information, Hidden Costs, Drip Pricing, Hiddent Subscription or Forced Continuity, Intermediate Currency), Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich), Asymmetric Choice (Trick questions, Confirm shaming, Preselection, Subverting privacy preferences)","mentions its cheapee if i continue",NA
"1/21/2026 17:01:14","602a3cf3e1f56a4b2a0dbb2d8dfcd803","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/21/2026 17:16:38","fc18d8e695666557c2869e666275169c","Yes","shein.com","online shopping","A pop-up with a countdown timer to secure a deal, and greyed out option for ""savings"", and increased cost when adding an item to your cart.","it's just more annoying and can make a psychological impact when repetitive.",1,"Yes","Urgency (Baseless countdown timer, False limited time message, False discount claims), Sneaking or Information Hiding (Sneak-into-Basket, Hidden Information, Hidden Costs, Drip Pricing, Hiddent Subscription or Forced Continuity, Intermediate Currency)",NA,NA
"1/21/2026 18:48:37","07afba00b8fd5c57898529c33a7de171","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/21/2026 19:13:08","df5182b79b2175750d9c68461d79e197","No",NA,NA,NA,NA,1,"No",NA,NA,NA
"1/21/2026 19:25:09","2953e5e87133f5a9d0402c611ec6523f","Yes","hurawatch
https://hurawatch.cc/","I was trying to watch the most recent episode of Impractical Jokers season 12.","A lot of popups.","No because I use this website often. It's a pirated TV and movie website which I already expect popups on so I already know exactly when to expect popups and immediately close them.",1,"Yes","Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich), Popups","Where do I put the images? I currently don't have them but I can do what I did earlier on my PC or phone and take screenshots before and after the popups.",NA
"1/21/2026 19:38:15","859a22cad8845488d5ba6b69f524bd4f","Yes","Overleaf https://www.overleaf.com/project","Writing math document, completing a homework assignment","There was a popup that showed up multiple times saying something along the lines of ""Your use of LaTeX AI has run out of time. Please subscribe for more time"" when I wasn't using, nor did I need, the LaTeX AI for what i was doing.","It blocks part of the screen until i x it out, it does this multiple times per session.",2,"No","Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich), Coerced Action (Unauthorized transactions, Auto-play, Nagging, Forced registration or enrollment, Pay-to-play or grinding, Friend Spam, Social pyramid schemes, and Address Book Leeching)",NA,NA
"1/21/2026 20:03:21","0f3758c93874e764fc2a3810d76412ea","No",NA,NA,NA,NA,NA,NA,NA,"Didn't do much today just cooked and worked out, so interactions were limited.",NA
"1/21/2026 20:48:38","40dd2a03fb4b98f334946f6fec656214","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/21/2026 21:14:53","86aedc940e1573ca89a0b18205d56559","No",NA,"I was mostly on canvas whole day and doing assignments so I didn't encounter any dark patterns. I did encounter some sites that asked for cookies however it gave ""reject all cookies"" as an option so I wouldn't count it as dark pattern.","None.",NA,1,"No",NA,NA,NA
"1/21/2026 21:53:15","4a29867983ade6dd1b2b2906623caa5b","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/21/2026 22:06:57","eb3d24eeaafc9ed15391a6eab40384e4","Yes","GHome Smart (Gosund) App 
https://apps.apple.com/us/app/ghome-work-with-gosund/id1456965228","I wanted to turn on my smart wall plugs using my phone. So, I opened the app.","Immediately when I open the app, the first thing I see is the ""User Agreement and Privacy Policy Screen"". The smaller text said there were some updates to the Privacy Policy.","It was annoying because in order to see the aforementioned Privacy changes, I had to click on the link to their entire privacy policy. When I looked at the privacy policy changes, it was very cumbersome because of how much text was on my phone's screen. I eventually just went back and hit agree without really looking at the terms.",2,"Yes","Asymmetric Choice (Trick questions, Confirm shaming, Preselection, Subverting privacy preferences), Design Elements that Hide or Delay Disclosure of Material Information",NA,"https://drive.google.com/open?id=1tDnzDErUdch737MrMd1xpEv1MfTeYxDC"
"1/21/2026 22:18:10","e9654dbbbfe347916631418f6892fabf","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/21/2026 22:26:09","442fc86a5aefdaeabbaea6fb9aebad38","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/21/2026 22:54:23","f7b8ba00725f823769b18b9d3a8dcece","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/21/2026 23:17:25","8f3e6c234621b584a8db2856547a1e72","No",NA,NA,NA,NA,NA,NA,NA,"No incident",NA
"1/21/2026 23:57:26","74f291653c12510a6585971c8a46ae03","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/22/2026 0:01:38","9a0dd5b58c1c3e6033e98ee97e708eff","No",NA,NA,NA,NA,NA,NA,NA,"No incidents.",NA
"1/22/2026 8:30:35","4a29867983ade6dd1b2b2906623caa5b","Unsure","Email from eBay",NA,"eBay sent me an email saying that they updated their User Agreement, and that my account would agree to the new policy automatically if I did nothing.",NA,2,"Yes","Coerced Action (Unauthorized transactions, Auto-play, Nagging, Forced registration or enrollment, Pay-to-play or grinding, Friend Spam, Social pyramid schemes, and Address Book Leeching)",NA,"https://drive.google.com/open?id=1xOlGXV76p4A9UsFLdVrj6zbEjFcn2yV7"
"1/22/2026 9:29:39","e859586525ccf511c7729f821cfcb40f","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/22/2026 13:45:05","0f3758c93874e764fc2a3810d76412ea","Yes","Webull unsubscribe section from emails.

https://act.webull.com/actv2/common/unsubscribe/index.html?email=%60Yr5%2BuCEDmhKcJvTDq%2BCYP%2Bi9VGKbpIi0up8m2QqYLIKK9c7JmqyaCis%2Fm9lpbeui&sign=9c3530fb75a70fd75407d54c71207f746419111032c30c06914ca5d5fc6a369c&hl=en&sourceFlag=op_m_r-20607-1067291879354679296-NEW_PRODUCT_EMAIL&contentId=16126&type=2&emailCode=NEW_PRODUCT_EMAIL","Unsubscribe from Webull email's since it started to become spam.","I have never seen an unsubscribe from email result in anything except an instant unsubscribe.","I was shocked since I unsubscribed from 3 other emails right before and it happened instantly so seeing a message like ""within 24 hours"" to me just means they can still send me trash emails until 24 hours have passed.",2,"Yes","Obstruction (Price comparison prevention, Roadblocks to cancellation, Immortal accounts), Sneaking or Information Hiding (Sneak-into-Basket, Hidden Information, Hidden Costs, Drip Pricing, Hiddent Subscription or Forced Continuity, Intermediate Currency), Asymmetric Choice (Trick questions, Confirm shaming, Preselection, Subverting privacy preferences)",NA,"https://drive.google.com/open?id=1MCqGLdnNK4IkqRp_LiYV98wCKFnps6pG"
"1/22/2026 14:36:57","91f4c3e914abd8a08357dd818e47d187","Yes","Dave Hot Chicken app","Order food","When you get to the check out page it automatically adds a 15% tip without telling you. You only notice when you get to the final page in checkout. On top of that it doesn't let you say no, you have to input 0.00 as a tip to remove it entirely.","Costing you more time, money, or effort than anticipated/desired.
",4,"Yes","Obstruction (Price comparison prevention, Roadblocks to cancellation, Immortal accounts), Sneaking or Information Hiding (Sneak-into-Basket, Hidden Information, Hidden Costs, Drip Pricing, Hiddent Subscription or Forced Continuity, Intermediate Currency), Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich)",NA,NA
"1/22/2026 15:00:52","07afba00b8fd5c57898529c33a7de171","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/22/2026 15:19:20","3ab9930600663c445d69ce90a7896ef2","Unsure","Ticketmaster","Buy tickets for a concert","Ticketmaster had stated that the prices are including service fees however, Ticketmaster is notorious for having hidden fees.","Yes because some tickets are more pricier than the others and having those hidden fees could definitely hinder my bank account!",2,"Yes","Sneaking or Information Hiding (Sneak-into-Basket, Hidden Information, Hidden Costs, Drip Pricing, Hiddent Subscription or Forced Continuity, Intermediate Currency)","No","https://drive.google.com/open?id=1BIZHr_1uXlraXGzkmhgr7t3SJ42PkNX7"
"1/22/2026 18:01:46","df5182b79b2175750d9c68461d79e197","Unsure","https://www.marketbeat.com/subscribe/all-access/?ProductCode=aap1497&ReferralType=TriggeredEmail&UserID=10244885&utm_source=triggeredemail&utm_medium=email&Hash=4ED62E1E56027EEEE986B99EE3F3B221BD971A7AAB4FA61E31C844C61375CB7908F7EF2D193483BB24275A5145D71DF71F06E41CA755AC0D83E8FAD2D32F5B58&ItemID=17239&TCLogID=23519526","I was looking through my email at the daily invoices I get. This one email in regards to an account I created a while back for stock market information constantly appeared. These emails always gave more and more information that I'd need to act fast to get the tips before the benefits run out.",NA,"It made me more reluctant to consider less expensive alternatives on how to access real and legitimate information on stock market data",2,"No","Scarcity (False low stock message, False high demand,), Obstruction (Price comparison prevention, Roadblocks to cancellation, Immortal accounts)",NA,NA
"1/22/2026 18:05:12","a515adcad907f25d005c2bc716b146e1","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/22/2026 18:42:32","dc061d80e7dd17510f6d829ef33db9e6","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/22/2026 19:05:34","e9654dbbbfe347916631418f6892fabf","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/22/2026 19:16:48","0961728f88dc965cbb8dc507b1db0486","No",NA,NA,NA,"Did not encounter one today",1,"No",NA,NA,NA
"1/22/2026 19:24:37","0961728f88dc965cbb8dc507b1db0486","Yes","Linkedin","Access free youtube premium as a perk of having linkedin premium as stated","Gave me the option redeem 3 months of youtube premium for free but when I clicked, it asked me to renew my subscription to get access. It shouldn't have shown it to me in the first place as free if I did not have access to it.","Cost me extra time while also being distracting.",3,"Yes","Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich)",NA,"https://drive.google.com/open?id=1xbI8t-2hDTY7J5TRSFFbRbLY5oaR6jA-, https://drive.google.com/open?id=14_TThycdDqRfoQ8xlkyNmpWraX7lFceT"
"1/22/2026 20:44:36","99e6a9590b795ad906ba29aa21a727d9","Yes","AMC Theaters | https://www.amctheatres.com/","Purchase movie tickets","I went through the entire process of selecting tickets and seats online only to be met with a convenience fee at checkout.","Cost me more money than desired.",2,"Yes","Sneaking or Information Hiding (Sneak-into-Basket, Hidden Information, Hidden Costs, Drip Pricing, Hiddent Subscription or Forced Continuity, Intermediate Currency)",NA,"https://drive.google.com/open?id=1vcQCsJoNK_RNWDTxha9QJv4mNSWGNNMj"
"1/22/2026 21:45:49","86aedc940e1573ca89a0b18205d56559","Yes","Clash Royale","Going to the shop to buy troop/spell cards using in-game currency","It was offering evolution cards with a limited time offer, however this was a ""limited time deal"" that I have seen repeatedly. They do this to make people feel like they are given a good offer and give in to purchase the item using real life currency.","Evolution cards in this game are very overpowered and also very difficult to obtain as a free to play player, and this was intentional by design to make players feel like they need these overpowered cards to keep up with the most efficient tactic available. Since this game is more punishing for free to play players such as myself, it tempts me to buy the evolution card in order to have a fair chance of getting trophies in this game.",2,"Yes","Urgency (Baseless countdown timer, False limited time message, False discount claims), Coerced Action (Unauthorized transactions, Auto-play, Nagging, Forced registration or enrollment, Pay-to-play or grinding, Friend Spam, Social pyramid schemes, and Address Book Leeching)",NA,"https://drive.google.com/open?id=1_o9zL2283ZGRL91OnKmBmh9ykp3N9rn7"
"1/22/2026 21:53:07","f7b8ba00725f823769b18b9d3a8dcece","Unsure","Robinhood","I got a notification saying a specific crypto currency price is dropping and to hold the notification if I want to purchase it.","The fact that they’re notifying me of a drop of price in something I haven’t bought plus the hold to buy option makes it seem like a thing of missing out if I don’t buy it now due to how volatile cryptocurrency is.","It didn’t really affect me much, I tend to be very careful when I make investments and take my time with that kind of thing.",1,"Yes","Urgency (Baseless countdown timer, False limited time message, False discount claims), Coerced Action (Unauthorized transactions, Auto-play, Nagging, Forced registration or enrollment, Pay-to-play or grinding, Friend Spam, Social pyramid schemes, and Address Book Leeching)",NA,"https://drive.google.com/open?id=1xET9AUVG83d7FRAeURHbhUncm00Gqkyr"
"1/22/2026 21:53:58","0b2404b578b77360a47d032dff35d187","No",NA,NA,NA,NA,NA,NA,NA,"No UX dark pattern today",NA
"1/22/2026 22:04:17","4bc7f5a22151e3f0617ee30c3595d358","No",NA,NA,NA,NA,NA,"No",NA,NA,NA
"1/22/2026 22:11:27","fc18d8e695666557c2869e666275169c","Yes","duolingo","doing my duolingo for the day","I notices how many notifs it sends me when i haven't completed the lesson yet and previously it would portray a lot of emotion from Duo the owl and if it's almost midnight and would pop up on my homescreen in addition to making eveyrhing highlighted and exclamation points to emphasize the timer countdown.","Undue emotional labor since it makes it seem much more important than it actually is.",3,"Yes","Urgency (Baseless countdown timer, False limited time message, False discount claims), Social cues w/ reciprocity",NA,"https://drive.google.com/open?id=1bS174vfrnwZ5MLcU_A7L8AkqY3pV1fHE, https://drive.google.com/open?id=18Apu-AVHuRUk03EIB0toT9Ej34GfY_nu, https://drive.google.com/open?id=1LaLxAs09YCphh0adwW9iLotzStEts1gt"
"1/22/2026 22:48:25","602a3cf3e1f56a4b2a0dbb2d8dfcd803","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/22/2026 23:17:15","ded98ef2ae3193a58dafaae10e84a4d5","No","N/A","N/A","N/A","N/A",NA,NA,NA,"N/A",NA
"1/22/2026 23:20:59","8f3e6c234621b584a8db2856547a1e72","Yes","Temu, link: https://www.temu.com","I was looking for an instance of UX dark pattern","Too many offers, discounts and what was very weird to me was that multiple things were rated ""#1"" which clearly shows it is to grab attention. Especially very basic things like hair ties and whatnot.","No it didn't affect me now, but it has affected me in the past as many of these offers are just lies and at billing the price is way more than what you had expected.",1,"Yes","Fake ratings and offers (discounts) to grab attention","-","https://drive.google.com/open?id=1PYtr2DGfG0rdOs1HnZ8fkOLLhfhoyK3z"
"1/22/2026 23:46:46","eb3d24eeaafc9ed15391a6eab40384e4","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/22/2026 23:53:11","9a0dd5b58c1c3e6033e98ee97e708eff","Yes",NA,NA,NA,NA,NA,NA,NA,"No incidents.",NA
"1/22/2026 23:57:54","2953e5e87133f5a9d0402c611ec6523f","Unsure","Well it's not necessarily a website or digital thing per se. It's just a frustrating thing that is a little ""manipulative"". I go to play basketball at the Seattle campus UW intramural center with friends. I started going last campus so I expect and am used to a $10 entrance fee as a non UW Seattle student. But this quarter me and some friends are playing organized recreational intramural 5v5 men's league play. I was required to pay $40 just to sign up for intramural play. Today when I got to the facility I was expecting just to pay the $10 entrance fee but the person at the front desk said that it was required to pay another $96 fee just to play intramurals as a UWB student. This felt like a dark pattern, even if it was just unintentional and a communication error, because I had no expectation for it. But it wasn't exactly connected to UI/UX.","Play intramurals","extra large fee","cost more money",3,"No","Social Proof (False activity messages, Deceptive consumer testimonials, Deceptive celebrity endorsements, Parasocial relationship pressure), Sneaking or Information Hiding (Sneak-into-Basket, Hidden Information, Hidden Costs, Drip Pricing, Hiddent Subscription or Forced Continuity, Intermediate Currency), Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich), Coerced Action (Unauthorized transactions, Auto-play, Nagging, Forced registration or enrollment, Pay-to-play or grinding, Friend Spam, Social pyramid schemes, and Address Book Leeching)",NA,NA
"1/23/2026 0:06:08","859a22cad8845488d5ba6b69f524bd4f","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/23/2026 0:33:52","442fc86a5aefdaeabbaea6fb9aebad38","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/23/2026 0:35:30","74f291653c12510a6585971c8a46ae03","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/23/2026 9:56:09","07afba00b8fd5c57898529c33a7de171","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
